bit_index,bit_name,accuracy,ct_prevalence,py_prevalence
178,bond:CX_halide_aromatic-X_biphenyl,1.0,0.0014422010206345684,0.0014422010206345684
177,bond:CX_halide_aromatic-Cl_trihalo_benzene_(1_2_4-),1.0,0.008098513423563346,0.008098513423563346
176,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_5-),1.0,0.00044375416019525185,0.00044375416019525185
174,bond:CX_halide_aromatic-Cl_dichloro_pyridine_(1_3-),1.0,0.00044375416019525185,0.00044375416019525185
172,bond:CX_halide_allyl-X_acyclic,1.0,0.0016640781007321943,0.0016640781007321943
171,bond:CX_halide_allyl-Cl_acyclic,1.0,0.0012203239405369425,0.0012203239405369425
170,bond:CX_halide_alkyl-X_trihalo_(1_2_3-),1.0,0.022631462169957844,0.022631462169957844
169,bond:CX_halide_alkyl-X_trihalo_(1_1_2-),1.0,0.024073663190592412,0.024073663190592412
168,bond:CX_halide_alkyl-X_trihalo_(1_1_1-),1.0,0.051142666962502775,0.051142666962502775
167,bond:CX_halide_alkyl-X_tetrahalo_(1_1_2_2-),1.0,0.022631462169957844,0.022631462169957844
166,bond:CX_halide_alkyl-X_tertiary,1.0,0.009540714444197915,0.009540714444197915
165,bond:CX_halide_alkyl-X_secondary,1.0,0.009207898824051475,0.009207898824051475
164,bond:CX_halide_alkyl-X_primary,1.0,0.025737741291324605,0.025737741291324605
163,bond:CX_halide_alkyl-X_generic,1.0,0.10095407144441979,0.10095407144441979
162,bond:CX_halide_alkyl-X_ethyl_generic,1.0,0.025737741291324605,0.025737741291324605
161,bond:CX_halide_alkyl-X_ethyl,1.0,0.016418903927224317,0.016418903927224317
527,group:aminoAcid_leucine,1.0,0.002662524961171511,0.002662524961171511
526,group:aminoAcid_isoleucine,1.0,0.0009984468604393166,0.0009984468604393166
525,group:aminoAcid_histidine,1.0,0.0015531395606833815,0.0015531395606833815
524,group:aminoAcid_glycine,1.0,0.004659418682050144,0.004659418682050144
523,group:aminoAcid_glutamine,1.0,0.0015531395606833815,0.0015531395606833815
522,group:aminoAcid_glutamic_acid,1.0,0.002551586421122698,0.002551586421122698
520,group:aminoAcid_aspartic_acid,1.0,0.0017750166407810074,0.0017750166407810074
519,group:aminoAcid_asparagine,1.0,0.0019968937208786333,0.0019968937208786333
518,group:aminoAcid_arginine,1.0,0.00022187708009762592,0.00022187708009762592
517,group:aminoAcid_alanine,1.0,0.0033281562014643887,0.0033281562014643887
516,group:aminoAcid_aminoAcid_generic,1.0,0.04970046594186821,0.04970046594186821
515,chain:oxy-alkaneLinear_sulfuricEster_AEOS,1.0,0.0,0.0
514,chain:oxy-alkaneLinear_carboxylicEster_AEOC,1.0,0.0,0.0
543,group:carbohydrate_hexopyranose_generic,1.0,0.018082982027956513,0.018082982027956513
542,group:carbohydrate_hexopyranose_fructose,1.0,0.01309074772575993,0.01309074772575993
541,group:carbohydrate_hexopyranose_2-deoxy,1.0,0.0,0.0
540,group:carbohydrate_hexofuranose,1.0,0.00044375416019525185,0.00044375416019525185
539,group:carbohydrate_hexofuranose_hexulose,1.0,0.0008875083203905037,0.0008875083203905037
538,group:carbohydrate_aldopentose,1.0,0.022964277790104282,0.022964277790104282
537,group:carbohydrate_aldohexose,1.0,0.013645440426003994,0.013645440426003994
536,group:aminoAcid_valine,1.0,0.0015531395606833815,0.0015531395606833815
535,group:aminoAcid_tyrosine,1.0,0.0037719103616596404,0.0037719103616596404
534,group:aminoAcid_tryptophan,1.0,0.0018859551808298202,0.0018859551808298202
533,group:aminoAcid_threonine,1.0,0.0014422010206345684,0.0014422010206345684
532,group:aminoAcid_serine,1.0,0.0019968937208786333,0.0019968937208786333
530,group:aminoAcid_phenylalanine,1.0,0.002884402041269137,0.002884402041269137
529,group:aminoAcid_methionine,1.0,0.0008875083203905037,0.0008875083203905037
528,group:aminoAcid_lysine,1.0,0.0015531395606833815,0.0015531395606833815
559,group:ligand_path_4_polydentate,1.0,0.0008875083203905037,0.0008875083203905037
558,group:ligand_path_4_macrocycle_triethylenetriamine,1.0,0.0,0.0
557,group:ligand_path_4_macrocycle_tetrazacyclododecane,1.0,0.00011093854004881296,0.00011093854004881296
556,group:ligand_path_4_bidentate_ethylenediamine,1.0,0.011870423785222987,0.011870423785222987
553,group:ligand_path_4_bidentate_aminoacetate,1.0,0.022520523629909032,0.022520523629909032
552,group:ligand_path_4_bidentate_aminoacetaldehyde,1.0,0.03383625471488795,0.03383625471488795
551,group:carbohydrate_pentopyranose,1.0,0.012536055025515865,0.012536055025515865
550,group:carbohydrate_pentofuranose,1.0,0.0059906811626359,0.0059906811626359
549,group:carbohydrate_pentofuranose_2-deoxy,1.0,0.0012203239405369425,0.0012203239405369425
548,group:carbohydrate_ketopentose,1.0,0.0009984468604393166,0.0009984468604393166
547,group:carbohydrate_ketohexose,1.0,0.022520523629909032,0.022520523629909032
546,group:carbohydrate_inositol,1.0,0.0006656312402928778,0.0006656312402928778
545,group:carbohydrate_hexopyranose_maltose,1.0,0.0003328156201464389,0.0003328156201464389
544,group:carbohydrate_hexopyranose_glucose,1.0,0.009318837364100288,0.009318837364100288
575,group:ligand_path_5_tridentate_3-hydroxycadaverine,1.0,0.007211005103172842,0.007211005103172842
574,group:ligand_path_5_tridentate,1.0,0.00011093854004881296,0.00011093854004881296
571,group:ligand_path_5_bidentate_propandiamine,1.0,0.012536055025515865,0.012536055025515865
570,group:ligand_path_5_bidentate_malonate,1.0,0.0008875083203905037,0.0008875083203905037
568,group:ligand_path_5_bidentate_bipyrrolidilmethyl,1.0,0.0008875083203905037,0.0008875083203905037
567,group:ligand_path_5_bidentate_bipyridylmethyl,1.0,0.0,0.0
566,group:ligand_path_5_bidentate_aminopropanal,1.0,0.006767250942977591,0.006767250942977591
565,group:ligand_path_5_bidentate_ACAC,1.0,0.0016640781007321943,0.0016640781007321943
564,group:ligand_path_4-5_tridentate,1.0,0.00044375416019525185,0.00044375416019525185
563,group:ligand_path_4-5_macrocycle_tetrazacyclotetradecane,1.0,0.0,0.0
562,group:ligand_path_4_tridentate,1.0,0.0007765697803416907,0.0007765697803416907
561,group:ligand_path_4_polydentate_NTA,1.0,0.00011093854004881296,0.00011093854004881296
560,group:ligand_path_4_polydentate_EDTA,1.0,0.0003328156201464389,0.0003328156201464389
159,bond:CX_halide_alkyl-X_dihalo_(1_2-),1.0,0.0299534058131795,0.0299534058131795
158,bond:CX_halide_alkyl-X_dihalo_(1_1-),1.0,0.06600843132904372,0.06600843132904372
157,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptene,1.0,0.0021078322609274463,0.0021078322609274463
156,bond:CX_halide_alkyl-X_bicyclo[2_2_1]heptane,1.0,0.0003328156201464389,0.0003328156201464389
155,bond:CX_halide_alkyl-X_benzyl_generic,1.0,0.002551586421122698,0.002551586421122698
154,bond:CX_halide_alkyl-X_benzyl_alkane,1.0,0.01619702684712669,0.01619702684712669
151,bond:CX_halide_alkyl-F_trifluoro_(1_1_1-),1.0,0.04348790769913468,0.04348790769913468
150,bond:CX_halide_alkyl-F_tetrafluoro_(1_1_1_2-),1.0,0.016640781007321942,0.016640781007321942
149,bond:CX_halide_alkyl-F_perfluoro_octyl,1.0,0.004104725981806079,0.004104725981806079
148,bond:CX_halide_alkyl-F_perfluoro_hexyl,1.0,0.009540714444197915,0.009540714444197915
147,bond:CX_halide_alkyl-F_perfluoro_ethyl,1.0,0.021189261149323273,0.021189261149323273
146,bond:CX_halide_alkyl-F_perfluoro_butyl,1.0,0.01386731750610162,0.01386731750610162
145,bond:CX_halide_alkyl-Cl_trichloro_(1_1_1-),1.0,0.005657865542489461,0.005657865542489461
144,bond:CX_halide_alkyl-Cl_ethyl,1.0,0.010982915464832483,0.010982915464832483
143,bond:CX_halide_alkyl-Cl_dichloro_(1_1-),1.0,0.013645440426003994,0.013645440426003994
142,bond:CX_halide_alkenyl-X_trihalo_(1_1_2-),1.0,0.0011093854004881295,0.0011093854004881295
139,bond:CX_halide_alkenyl-X_dihalo_(1_1-),1.0,0.003106279121366763,0.003106279121366763
138,bond:CX_halide_alkenyl-X_acyclic_generic,1.0,0.0071000665631240295,0.0071000665631240295
137,bond:CX_halide_alkenyl-X_acyclic,1.0,0.0019968937208786333,0.0019968937208786333
136,bond:CX_halide_alkenyl-Cl_dichloro_(1_1-),1.0,0.002440647881073885,0.002440647881073885
135,bond:CX_halide_alkenyl-Cl_acyclic,1.0,0.0017750166407810074,0.0017750166407810074
131,bond:COH_alcohol_ter-alkyl,1.0,0.03860661193698691,0.03860661193698691
130,bond:COH_alcohol_sec-alkyl,1.0,0.09818060794319947,0.09818060794319947
587,ring:aromatic_phenyl,1.0,0.13334812513867317,0.13334812513867317
580,group:nucleobase_guanine_7-methyl,1.0,0.0,0.0
577,group:nucleobase_adenine,1.0,0.0033281562014643887,0.0033281562014643887
576,group:ligand_path_5-7_bidentate,1.0,0.010206345684490793,0.010206345684490793
607,ring:hetero_[4]_O_oxetane,1.0,0.0007765697803416907,0.0007765697803416907
606,ring:hetero_[4]_N_beta_lactam,1.0,0.011204792544930108,0.011204792544930108
605,ring:hetero_[4]_N_azetidine,1.0,0.011426669625027735,0.011426669625027735
604,ring:hetero_[3]_Z_generic,1.0,0.010650099844686045,0.010650099844686045
603,ring:hetero_[3]_O_epoxide,1.0,0.0094297759041491,0.0094297759041491
602,ring:hetero_[3]_N_aziridine,1.0,0.0009984468604393166,0.0009984468604393166
601,ring:fused_steroid_generic_[5_6_6_6],1.0,0.02662524961171511,0.02662524961171511
597,ring:fused_PAH_benzophenanthrene,1.0,0.0003328156201464389,0.0003328156201464389
596,ring:fused_PAH_benz(a)anthracene,1.0,0.0007765697803416907,0.0007765697803416907
594,ring:fused_PAH_anthanthrene,1.0,0.0,0.0
127,bond:COH_alcohol_diol_(1_3-),1.0,0.030619037053472378,0.030619037053472378
126,bond:COH_alcohol_diol_(1_2-),1.0,0.030286221433325936,0.030286221433325936
125,bond:COH_alcohol_diol_(1_1-),1.0,0.00044375416019525185,0.00044375416019525185
123,bond:COH_alcohol_aromatic_phenol,1.0,0.0881961393388063,0.0881961393388063
119,bond:COH_alcohol_alkene_acyclic,1.0,0.00022187708009762592,0.00022187708009762592
113,bond:COC_ether_aliphatic,1.0,0.09873530064344353,0.09873530064344353
112,bond:CNO_amineOxide_generic,1.0,0.0007765697803416907,0.0007765697803416907
111,bond:CNO_amineOxide_dimethyl_alkyl,1.0,0.00022187708009762592,0.00022187708009762592
99,bond:CN_amine_pri-NH2_alkyl,1.0,0.04171289105835367,0.04171289105835367
98,bond:CN_amine_aromatic_N-hydroxy,1.0,0.00022187708009762592,0.00022187708009762592
96,bond:CN_amine_aromatic_benzidine,1.0,0.0015531395606833815,0.0015531395606833815
95,bond:CN_amine_alkyl_methanolamine,1.0,0.0011093854004881295,0.0011093854004881295
87,bond:CC(=O)C_ketone_methyl_aliphatic,1.0,0.01053916130463723,0.01053916130463723
623,ring:hetero_[5]_O_dioxolane_(1_3-),1.0,0.011093854004881295,0.011093854004881295
617,ring:hetero_[5]_N_triazole_(1_3_4-),1.0,0.008431329043709785,0.008431329043709785
615,ring:hetero_[5]_N_triazole_(1_2_3-),1.0,0.0016640781007321943,0.0016640781007321943
613,ring:hetero_[5]_N_pyrrolidone_(2-),1.0,0.010982915464832483,0.010982915464832483
612,ring:hetero_[5]_N_pyrrole_generic,1.0,0.053805191923674285,0.053805191923674285
608,ring:hetero_[4]_Z_generic,1.0,0.012203239405369425,0.012203239405369425
78,bond:CC(=O)C_ketone_alkane_cyclic_(C6),1.0,0.009207898824051475,0.009207898824051475
77,bond:CC(=O)C_ketone_alkane_cyclic_(C5),1.0,0.004437541601952518,0.004437541601952518
76,bond:CC(=O)C_ketone_alkane_cyclic_(C4),1.0,0.00011093854004881296,0.00011093854004881296
72,bond:C=S_carbonyl_thio_generic,1.0,0.012314177945418238,0.012314177945418238
71,bond:C=S_acyl_thio_halide,1.0,0.0,0.0
69,bond:C=O_carbonyl_azido,1.0,0.0,0.0
66,bond:C=O_carbonyl_ab-acetylenic,1.0,0.00022187708009762592,0.00022187708009762592
639,ring:hetero_[5_6]_N_indole,1.0,0.017084535167517196,0.017084535167517196
636,ring:hetero_[5_5_6]_O_aflatoxin_generic,1.0,0.0,0.0
634,ring:hetero_[5_5]_N_pyrrolizidine,1.0,0.00011093854004881296,0.00011093854004881296
633,ring:hetero_[5]_Z_1-Z,1.0,0.1036165964055913,0.1036165964055913
632,ring:hetero_[5]_Z_1_3-Z,1.0,0.0864211226980253,0.0864211226980253
631,ring:hetero_[5]_Z_1_2-Z,1.0,0.01775016640781007,0.01775016640781007
630,ring:hetero_[5]_Z_1_2_4_1_3_4-Z,1.0,0.011759485245174173,0.011759485245174173
629,ring:hetero_[5]_Z_1_2_3-Z,1.0,0.003106279121366763,0.003106279121366763
628,ring:hetero_[5]_Z_1_2_3_4-Z,1.0,0.004437541601952518,0.004437541601952518
627,ring:hetero_[5]_S_thiophene,1.0,0.01053916130463723,0.01053916130463723
626,ring:hetero_[5]_O_oxolane,1.0,0.040714444197914354,0.040714444197914354
625,ring:hetero_[5]_O_furan_a-nitro,1.0,0.0015531395606833815,0.0015531395606833815
655,ring:hetero_[6]_N_pyridine_generic,1.0,0.11848236077213224,0.11848236077213224
649,ring:hetero_[6]_N_diazine_(1_3-)_generic,1.0,0.038939427557133345,0.038939427557133345
648,ring:hetero_[6]_N_diazine_(1_2-)_generic,1.0,0.004437541601952518,0.004437541601952518
645,ring:hetero_[5_6]_O_benzofuran,1.0,0.002329709341025072,0.002329709341025072
644,ring:hetero_[5_6]_O_benzodioxole_(1_3-),1.0,0.006212558242733526,0.006212558242733526
641,ring:hetero_[5_6]_N_isoindole_1-one,1.0,0.002773463501220324,0.002773463501220324
640,ring:hetero_[5_6]_N_isoindole_1_3-dione,1.0,0.0018859551808298202,0.0018859551808298202
63,bond:C=O_aldehyde_aromatic,1.0,0.0061016197026847125,0.0061016197026847125
62,bond:C=O_aldehyde_alkyl,1.0,0.007432882183270468,0.007432882183270468
61,bond:C=O_acyl_hydrazide,1.0,0.0061016197026847125,0.0061016197026847125
60,bond:C=O_acyl_halide,1.0,0.004104725981806079,0.004104725981806079
54,bond:C=N_carbodiimide,1.0,0.0006656312402928778,0.0006656312402928778
53,bond:C(=O)O_carboxylicEster_thio,1.0,0.0007765697803416907,0.0007765697803416907
52,bond:C(=O)O_carboxylicEster_O-pentafluorophenoxy,1.0,0.0,0.0
51,bond:C(=O)O_carboxylicEster_N-hydroxytriazole_(aromatic),1.0,0.0,0.0
50,bond:C(=O)O_carboxylicEster_cyclic_b-propiolactone,1.0,0.0003328156201464389,0.0003328156201464389
48,bond:C(=O)O_carboxylicEster_alkyl,1.0,0.09707122254271133,0.09707122254271133
671,ring:hetero_[6]_Z_1_2_3_4-,1.0,0.0,0.0
670,ring:hetero_[6]_Z_1_2_3-,1.0,0.0007765697803416907,0.0007765697803416907
669,ring:hetero_[6]_Z_1_2-,1.0,0.005546927002440648,0.005546927002440648
668,ring:hetero_[6]_Z_1-,1.0,0.15364987796760596,0.15364987796760596
667,ring:hetero_[6]_O_pyran_generic,1.0,0.03660971821610828,0.03660971821610828
666,ring:hetero_[6]_O_dioxane_(1_4-)_generic,1.0,0.002329709341025072,0.002329709341025072
665,ring:hetero_[6]_N_O_1_4-oxazine_morpholine,1.0,0.00976259152429554,0.00976259152429554
664,ring:hetero_[6]_N_O_1_4-oxazine_generic,1.0,0.01087197692478367,0.01087197692478367
659,ring:hetero_[6]_N_tetrazine_generic,1.0,0.00022187708009762592,0.00022187708009762592
658,ring:hetero_[6]_N_tetrazine_(1_2_3_4-),1.0,0.0,0.0
46,bond:C(=O)O_carboxylicEster_aliphatic,1.0,0.06390059906811627,0.06390059906811627
45,bond:C(=O)O_carboxylicEster_acyclic,1.0,0.07632571555358332,0.07632571555358332
44,bond:C(=O)O_carboxylicEster_4-nitrophenol,1.0,0.0003328156201464389,0.0003328156201464389
43,bond:C(=O)O_carboxylicAcid_generic,1.0,0.1386731750610162,0.1386731750610162
41,bond:C(=O)O_carboxylicAcid_alkyl,1.0,0.08686487685822054,0.08686487685822054
38,bond:C(=O)N_dicarboxamide_N-hydroxy,1.0,0.0,0.0
33,bond:C(=O)N_carboxamide_(NH2),1.0,0.01575327268693144,0.01575327268693144
687,ring:hetero_[6_6]_O_benzodioxin_(1_4-),1.0,0.0016640781007321943,0.0016640781007321943
683,ring:hetero_[6_6]_N_pteridine_generic,1.0,0.00044375416019525185,0.00044375416019525185
681,ring:hetero_[6_6]_N_isoquinoline,1.0,0.0015531395606833815,0.0015531395606833815
680,ring:hetero_[6_5_6]_O_benzofuran_dibenzo,1.0,0.00022187708009762592,0.00022187708009762592
679,ring:hetero_[6_5_6]_N_carbazole,1.0,0.0011093854004881295,0.0011093854004881295
676,ring:hetero_[6]_Z_1_3_5-,1.0,0.008431329043709785,0.008431329043709785
675,ring:hetero_[6]_Z_1_3-,1.0,0.04714887952074551,0.04714887952074551
674,ring:hetero_[6]_Z_1_2_4_5-,1.0,0.00011093854004881296,0.00011093854004881296
673,ring:hetero_[6]_Z_1_2_4-,1.0,0.004215664521854893,0.004215664521854893
672,ring:hetero_[6]_Z_1_2_3_5-,1.0,0.00011093854004881296,0.00011093854004881296
703,ring:hetero_[7]_N_diazepine_(1_4-),1.0,0.005657865542489461,0.005657865542489461
702,ring:hetero_[7]_N_azepine_generic,1.0,0.007987574883514533,0.007987574883514533
701,ring:hetero_[7]_generic_1-Z,1.0,0.0119813623252718,0.0119813623252718
700,ring:hetero_[7]_generic_1_4-Z,1.0,0.01164854670512536,0.01164854670512536
699,ring:hetero_[7]_generic_1_3-Z,1.0,0.00011093854004881296,0.00011093854004881296
698,ring:hetero_[7]_generic_1_2-Z,1.0,0.0008875083203905037,0.0008875083203905037
697,ring:hetero_[6_7]_N_benzodiazepine_(1_4-),1.0,0.0036609718216108274,0.0036609718216108274
694,ring:hetero_[6_6_6]_N_S_phenothiazine,1.0,0.004992234302196583,0.004992234302196583
693,ring:hetero_[6_6_6]_N_pteridine_flavin_generic,1.0,0.0003328156201464389,0.0003328156201464389
30,bond:C(=O)N_carbamate_thio,1.0,0.0,0.0
28,bond:C(~Z)~C~Q_haloether_pyrimidine_2-halo-,1.0,0.0005546927002440647,0.0005546927002440647
27,bond:C(~Z)~C~Q_haloether_dibenzodioxin_tetrachloro_(2_3_7_8-),1.0,0.00022187708009762592,0.00022187708009762592
26,bond:C(~Z)~C~Q_haloether_dibenzodioxin_dichloro_(2_7-),1.0,0.00022187708009762592,0.00022187708009762592
25,bond:C(~Z)~C~Q_haloether_dibenzodioxin_2-halo,1.0,0.00022187708009762592,0.00022187708009762592
24,bond:C(~Z)~C~Q_haloether_dibenzodioxin_1-halo,1.0,0.00011093854004881296,0.00011093854004881296
23,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_5-),1.0,0.00011093854004881296,0.00011093854004881296
22,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_4-),1.0,0.00011093854004881296,0.00011093854004881296
21,bond:C(~Z)~C~Q_halocarbonyl_dichloro_quinone_(1_2-),1.0,0.0003328156201464389,0.0003328156201464389
19,bond:C(~Z)~C~Q_b-halocarbonyl,1.0,0.0007765697803416907,0.0007765697803416907
18,bond:C(~Z)~C~Q_a-haloketone_perhalo,1.0,0.0006656312402928778,0.0006656312402928778
17,bond:C(~Z)~C~Q_a-haloether,1.0,0.006545373862879965,0.006545373862879965
721,ring:polycycle_spiro_[2.5]octane,1.0,0.00022187708009762592,0.00022187708009762592
722,ring:polycycle_spiro_[4.5]decane,1.0,0.0003328156201464389,0.0003328156201464389
723,ring:polycycle_spiro_1_4-dioxaspiro[4.5]decane,1.0,0.00022187708009762592,0.00022187708009762592
724,ring:polycycle_tricyclo_[3.5.5]_cyclopropa[cd]pentalene,1.0,0.0,0.0
725,ring:polycycle_tricyclo_[3.7.7]bullvalene,1.0,0.0,0.0
726,ring:polycycle_tricyclo_[3.7.7]semibullvalene,1.0,0.0,0.0
727,ring:polycycle_tricyclo_adamantane,1.0,0.0007765697803416907,0.0007765697803416907
728,ring:polycycle_tricyclo_benzvalene,1.0,0.0,0.0
0,atom:element_main_group,1.0,0.0003328156201464389,0.0003328156201464389
