tanimoto_sim
1.0
0.75
0.93333334
0.7619048
0.7
1.0
0.84615386
0.8888889
0.9230769
0.9375
0.85714287
0.875
0.7777778
0.61538464
1.0
1.0
0.7714286
0.93333334
0.875
1.0
1.0
1.0
1.0
1.0
1.0
0.6666667
0.90909094
0.9
0.5555556
0.9047619
1.0
0.85714287
1.0
0.875
0.75
0.9375
1.0
1.0
0.84210527
0.85714287
1.0
0.77272725
1.0
1.0
1.0
0.8181818
0.9230769
0.72727275
0.7368421
0.875
0.875
1.0
0.44444445
1.0
1.0
0.875
1.0
1.0
0.8235294
1.0
0.8888889
0.8333333
0.8888889
1.0
1.0
0.8333333
0.93333334
1.0
1.0
1.0
1.0
0.84615386
1.0
0.72727275
1.0
0.75
1.0
0.8888889
0.9444444
1.0
0.8888889
1.0
1.0
0.5555556
0.8666667
0.8636364
1.0
0.85714287
0.77272725
1.0
0.90909094
0.9230769
1.0
1.0
1.0
0.9166667
1.0
1.0
1.0
0.85714287
0.75
0.875
1.0
0.8333333
0.90909094
1.0
1.0
1.0
1.0
0.9285714
1.0
0.9130435
1.0
0.875
1.0
1.0
0.8888889
0.84615386
0.8181818
1.0
0.7777778
1.0
1.0
1.0
0.8888889
0.71428573
0.8888889
0.9
0.9230769
1.0
1.0
0.7777778
1.0
0.96428573
1.0
1.0
1.0
1.0
0.8
1.0
0.75
0.71428573
0.85714287
0.93333334
1.0
1.0
0.7777778
0.875
0.9
1.0
0.8888889
0.8333333
0.90909094
1.0
1.0
0.6666667
1.0
0.9
0.90909094
0.96
1.0
0.8125
1.0
1.0
0.5416667
0.8333333
1.0
0.8181818
0.75
1.0
1.0
1.0
0.90909094
1.0
0.90909094
1.0
0.875
0.8333333
1.0
1.0
1.0
1.0
0.8125
1.0
0.85714287
0.6666667
1.0
0.6363636
0.90909094
0.90909094
1.0
0.9
0.875
0.84615386
1.0
1.0
0.71428573
1.0
0.85714287
0.61904764
0.71428573
1.0
0.9166667
0.9411765
1.0
1.0
0.9230769
0.85714287
0.8
0.9166667
0.75
0.8888889
0.9
0.9166667
1.0
1.0
1.0
1.0
1.0
0.9
0.5555556
0.8
0.61538464
1.0
0.90909094
0.8888889
0.8666667
0.75
1.0
0.8888889
1.0
1.0
0.90909094
1.0
1.0
0.8666667
1.0
1.0
0.90909094
0.8
0.8888889
0.8181818
0.8888889
0.9230769
1.0
0.7826087
1.0
0.6666667
0.7777778
0.9375
0.875
0.8888889
0.95
0.8666667
0.9230769
0.90909094
0.8888889
0.8
1.0
1.0
0.8888889
1.0
0.9047619
1.0
0.75
0.9
1.0
1.0
1.0
1.0
0.6666667
0.7777778
0.6
0.0
0.9166667
1.0
0.8666667
1.0
1.0
1.0
0.41666666
1.0
0.8333333
0.8888889
0.85714287
0.9166667
0.78571427
0.9375
0.875
0.88235295
0.9375
0.7777778
0.8235294
0.93333334
1.0
1.0
0.7692308
0.8333333
1.0
1.0
0.9
0.9
0.8125
0.7777778
0.7
0.75
0.71428573
1.0
0.78571427
1.0
0.75
0.85714287
0.7692308
0.8333333
0.5555556
1.0
0.7777778
0.8125
1.0
0.9285714
0.1764706
0.75
0.0
1.0
0.8181818
0.90909094
1.0
0.42857143
1.0
0.8888889
0.8333333
0.93333334
0.9411765
1.0
1.0
0.7777778
0.875
1.0
0.33333334
1.0
1.0
0.5555556
0.85714287
0.75
0.3846154
0.7647059
0.7647059
1.0
0.8
0.9
1.0
1.0
0.90909094
0.9285714
1.0
0.90909094
1.0
0.85714287
0.875
0.9
0.9230769
0.9655172
0.7894737
1.0
0.9166667
0.85714287
0.875
0.8235294
0.72727275
0.9444444
0.75
1.0
0.8333333
1.0
0.8333333
1.0
1.0
0.9375
1.0
1.0
0.7692308
0.7692308
0.8333333
1.0
0.53571427
1.0
0.8125
0.90909094
0.90909094
0.8
1.0
1.0
1.0
1.0
0.82608694
0.85714287
0.8333333
1.0
1.0
0.8333333
0.8
0.8333333
0.8947368
1.0
0.8181818
0.7647059
1.0
0.93333334
0.84210527
1.0
0.85714287
0.9
0.6363636
0.8333333
0.875
0.8
0.85714287
1.0
0.72727275
0.9
0.7
0.9375
0.875
0.9
0.88235295
0.8333333
1.0
0.5555556
1.0
1.0
0.8333333
0.9166667
0.71875
1.0
0.88235295
1.0
0.875
0.9166667
0.9375
0.88235295
0.9285714
0.8333333
0.9411765
0.75
0.7777778
0.8888889
0.8333333
0.90909094
0.8333333
0.75
0.875
0.9230769
0.8888889
0.9230769
0.9230769
1.0
1.0
0.93333334
1.0
1.0
0.82608694
0.72727275
1.0
0.8666667
0.85714287
0.9
1.0
0.88235295
0.93333334
1.0
1.0
0.7058824
0.9230769
0.9130435
0.6923077
0.6923077
0.7777778
0.8888889
1.0
1.0
1.0
1.0
1.0
0.9
1.0
1.0
0.93333334
1.0
0.9230769
0.90909094
0.8888889
0.8181818
1.0
0.64285713
0.6666667
0.5833333
0.9230769
0.875
0.9230769
0.875
0.90909094
0.84
0.9047619
0.90909094
1.0
0.90909094
0.7058824
0.71428573
0.75
0.9166667
0.73333335
0.7777778
0.75
0.5555556
1.0
1.0
0.9230769
0.9375
1.0
0.93333334
1.0
0.95
0.7777778
0.9375
0.875
1.0
1.0
0.9230769
0.9285714
0.8181818
1.0
1.0
0.9166667
0.9230769
0.9
0.9354839
0.90909094
0.9166667
0.9
0.8333333
1.0
0.8
0.84615386
0.5483871
0.9166667
0.4
1.0
1.0
0.9
0.9230769
0.75
0.8888889
0.64285713
1.0
0.8181818
0.75
0.9285714
0.75
0.7647059
0.88235295
0.875
0.9
0.8888889
0.75
